iter	Passed	Remaining
1667	27556	5484
1668	27573	5468
1669	27593	5452
1670	27608	5435
1671	27624	5419
1672	27640	5402
1673	27655	5385
1674	27672	5369
1675	27690	5353
1676	27704	5336
1677	27718	5319
1678	27737	5303
1679	27751	5285
1680	27764	5268
1681	27778	5251
1682	27795	5235
1683	27811	5218
1684	27827	5202
1685	27845	5185
1686	27863	5169
1687	27878	5152
1688	27899	5137
1689	27916	5120
1690	27930	5103
1691	27952	5088
1692	27965	5071
1693	27981	5054
1694	27997	5037
1695	28013	5021
1696	28030	5004
1697	28045	4988
1698	28062	4971
1699	28076	4954
1700	28095	4938
1701	28111	4922
1702	28126	4905
1703	28145	4889
1704	28160	4872
1705	28177	4855
1706	28190	4838
1707	28207	4822
1708	28224	4805
1709	28239	4789
1710	28257	4772
1711	28273	4756
1712	28290	4739
1713	28306	4723
1714	28324	4706
1715	28343	4690
1716	28361	4674
1717	28374	4657
1718	28390	4640
1719	28407	4624
1720	28421	4607
1721	28438	4591
1722	28453	4574
1723	28468	4557
1724	28484	4540
1725	28498	4524
1726	28514	4507
1727	28529	4490
1728	28543	4473
1729	28559	4457
1730	28576	4440
1731	28590	4424
1732	28606	4407
1733	28621	4390
1734	28636	4373
1735	28652	4357
1736	28670	4341
1737	28688	4324
1738	28704	4308
1739	28718	4291
1740	28735	4274
1741	28753	4258
1742	28769	4241
1743	28786	4225
1744	28801	4208
1745	28814	4191
1746	28829	4175
1747	28845	4158
1748	28859	4141
1749	28874	4124
1750	28893	4108
1751	28909	4092
1752	28927	4075
1753	28940	4058
1754	28956	4042
1755	28970	4025
1756	28988	4009
1757	29004	3992
1758	29020	3976
1759	29034	3959
1760	29048	3942
1761	29069	3926
1762	29087	3910
1763	29102	3893
1764	29116	3876
1765	29131	3859
1766	29146	3843
1767	29159	3826
1768	29175	3809
1769	29191	3793
1770	29206	3776
1771	29223	3760
1772	29239	3743
1773	29253	3726
1774	29271	3710
1775	29287	3693
1776	29301	3677
1777	29316	3660
1778	29331	3643
1779	29348	3627
1780	29365	3610
1781	29380	3594
1782	29394	3577
1783	29412	3561
1784	29425	3544
1785	29442	3527
1786	29458	3511
1787	29474	3494
1788	29490	3478
1789	29506	3461
1790	29523	3445
1791	29541	3428
1792	29559	3412
1793	29573	3395
1794	29588	3379
1795	29602	3362
1796	29621	3346
1797	29636	3329
1798	29651	3312
1799	29666	3296
1800	29683	3279
1801	29699	3263
1802	29716	3246
1803	29734	3230
1804	29749	3213
1805	29765	3197
1806	29781	3180
1807	29797	3164
1808	29812	3147
1809	29831	3131
1810	29846	3114
1811	29861	3098
1812	29878	3081
1813	29894	3065
1814	29910	3048
1815	29926	3032
1816	29941	3015
1817	29958	2999
1818	29976	2982
1819	29992	2966
1820	30007	2949
1821	30025	2933
1822	30042	2916
1823	30059	2900
1824	30076	2884
1825	30096	2867
1826	30116	2851
1827	30131	2835
1828	30146	2818
1829	30164	2802
1830	30182	2785
1831	30201	2769
1832	30216	2752
1833	30232	2736
1834	30248	2719
1835	30264	2703
1836	30281	2686
1837	30296	2670
1838	30313	2653
1839	30328	2637
1840	30349	2621
1841	30364	2604
1842	30380	2588
1843	30400	2571
1844	30415	2555
1845	30433	2538
1846	30450	2522
1847	30467	2505
1848	30488	2489
1849	30540	2476
1850	30576	2461
1851	30636	2448
1852	30670	2433
1853	30717	2418
1854	30738	2402
1855	30755	2386
1856	30771	2369
1857	30786	2352
1858	30802	2336
1859	30816	2319
1860	30831	2302
1861	30848	2286
1862	30864	2269
1863	30882	2253
1864	30897	2236
1865	30911	2219
1866	30927	2203
1867	30945	2186
1868	30964	2170
1869	30979	2153
1870	30997	2137
1871	31016	2120
1872	31031	2104
1873	31047	2087
1874	31063	2070
1875	31077	2054
1876	31093	2037
1877	31107	2020
1878	31121	2004
1879	31135	1987
1880	31152	1970
1881	31166	1954
1882	31180	1937
1883	31196	1920
1884	31211	1904
1885	31227	1887
1886	31242	1870
1887	31259	1854
1888	31275	1837
1889	31291	1821
1890	31308	1804
1891	31326	1788
1892	31339	1771
1893	31354	1754
1894	31370	1738
1895	31387	1721
1896	31405	1705
1897	31418	1688
1898	31433	1671
1899	31450	1655
1900	31465	1638
1901	31480	1622
1902	31496	1605
1903	31510	1588
1904	31529	1572
1905	31545	1555
1906	31564	1539
1907	31580	1522
1908	31596	1506
1909	31611	1489
1910	31628	1473
1911	31643	1456
1912	31659	1439
1913	31676	1423
1914	31693	1406
1915	31709	1390
1916	31725	1373
1917	31739	1356
1918	31757	1340
1919	31774	1323
1920	31792	1307
1921	31810	1290
1922	31825	1274
1923	31842	1257
1924	31859	1241
1925	31875	1224
1926	31893	1208
1927	31910	1191
1928	31930	1175
1929	31945	1158
1930	31963	1142
1931	31978	1125
1932	31994	1108
1933	32011	1092
1934	32027	1075
1935	32043	1059
1936	32059	1042
1937	32073	1026
1938	32088	1009
1939	32102	992
1940	32114	976
1941	32129	959
1942	32144	943
1943	32161	926
1944	32176	909
1945	32189	893
1946	32205	876
1947	32219	860
1948	32233	843
1949	32249	826
1950	32267	810
1951	32285	793
1952	32304	777
1953	32323	760
1954	32341	744
1955	32360	727
1956	32375	711
1957	32395	694
1958	32413	678
1959	32428	661
1960	32446	645
1961	32463	628
1962	32477	612
1963	32491	595
1964	32508	579
1965	32522	562
1966	32540	545
1967	32555	529
1968	32570	512
1969	32584	496
1970	32599	479
1971	32615	463
1972	32632	446
1973	32650	430
1974	32666	413
1975	32682	396
1976	32698	380
1977	32719	363
1978	32735	347
1979	32751	330
1980	32764	314
1981	32788	297
1982	32806	281
1983	32820	264
1984	32833	248
1985	32849	231
1986	32865	215
1987	32882	198
1988	32898	181
1989	32915	165
1990	32931	148
1991	32947	132
1992	32964	115
1993	32976	99
1994	32991	82
1995	33005	66
1996	33021	49
1997	33037	33
1998	33051	16
1999	33070	0
