iter	Logloss
206	0.584648721
207	0.5845290325
208	0.584338779
209	0.5841592794
210	0.5840673553
211	0.5837297802
212	0.5834033423
213	0.5832889149
214	0.5830158036
215	0.5828592636
216	0.5827500402
217	0.5826169177
218	0.5824925646
219	0.5823773021
220	0.5820377422
221	0.5819906354
222	0.5815130443
223	0.5812390093
224	0.581145777
225	0.5810625987
226	0.5807116731
227	0.5806471384
228	0.5805293886
229	0.5802788234
230	0.5798388645
231	0.5797379787
232	0.5793752818
233	0.5793695777
234	0.5792061253
235	0.5789893191
236	0.5788188253
237	0.5786758474
238	0.5783405516
239	0.5781413626
240	0.5780682159
241	0.5778540521
242	0.5776745168
243	0.5773622066
244	0.5772147449
245	0.5769599396
246	0.5767309377
247	0.5764825419
248	0.5763710908
249	0.5760963702
250	0.5760532807
251	0.575633603
252	0.5753291246
253	0.575147907
254	0.5748443532
255	0.5747554656
256	0.5746617108
257	0.5743672896
258	0.5742576398
259	0.5740764126
260	0.5738229295
261	0.5735828195
262	0.5734697024
263	0.5731080199
264	0.5727697548
265	0.5726585661
266	0.5724998405
267	0.5724234514
268	0.5721896049
269	0.5718935403
270	0.571562717
271	0.5714422565
272	0.5711315044
273	0.570781879
274	0.5705613568
275	0.5704618077
276	0.5701773257
277	0.5700447887
278	0.5698322974
279	0.5696413077
280	0.5695594404
281	0.5694494819
282	0.5693105018
283	0.5690630706
284	0.568749622
285	0.568524383
286	0.5683718905
287	0.5682748471
288	0.5679594946
289	0.5678539493
290	0.5677575302
291	0.5677260173
292	0.5676155703
293	0.5675031646
294	0.5671789966
295	0.5667554219
296	0.5664996343
297	0.5664080962
298	0.5661683767
299	0.5657877749
300	0.5656205841
301	0.5654584782
302	0.5654227289
303	0.5653304241
304	0.5652331556
305	0.5651542132
306	0.5650273357
307	0.5648556561
308	0.5647054656
309	0.5646018594
310	0.5644212365
311	0.564345136
312	0.5641959001
313	0.5640887323
314	0.5639938791
315	0.563890135
316	0.5638053682
317	0.5637324565
318	0.5636400383
319	0.5634675745
320	0.5633738664
321	0.5630677216
322	0.5628827214
323	0.5625680033
324	0.5622795585
325	0.5622113013
326	0.5620153204
327	0.5617260314
328	0.5615319158
329	0.561288374
330	0.5610355171
331	0.5609823772
332	0.560666241
333	0.560506592
334	0.5604483009
335	0.5604014022
336	0.5603167058
337	0.5601870675
338	0.5600427679
339	0.5598843015
340	0.5597528234
341	0.5594811925
342	0.5592955781
343	0.5591110536
344	0.5590530145
345	0.5587876981
346	0.5585014412
347	0.5584175867
348	0.558190964
349	0.5580836903
350	0.5579911539
351	0.5578368004
352	0.5577519294
353	0.5576463592
354	0.5575187356
355	0.5574624902
356	0.5573695823
357	0.5572780558
358	0.5571868258
359	0.5570367991
360	0.5568959685
361	0.5568312296
362	0.5567643797
363	0.5563895864
364	0.556215082
365	0.5558610056
366	0.555720762
367	0.5555935719
368	0.5555268592
369	0.5554542046
370	0.5553039191
371	0.5551629547
372	0.5547471719
373	0.5544456689
374	0.5542602726
375	0.5541950275
376	0.554047997
377	0.5536242373
378	0.5535724768
379	0.5534048877
380	0.5533040581
381	0.553229383
382	0.5530111028
383	0.5529016247
384	0.5526331319
385	0.5525073602
386	0.5524325097
387	0.5522794996
388	0.5521741858
389	0.5520532117
390	0.5518946601
391	0.5517200724
392	0.5516448954
393	0.5512309245
394	0.5511666963
395	0.550974919
396	0.5509354227
397	0.5508170835
398	0.5506294128
399	0.5505477026
400	0.5503652493
401	0.5501035201
402	0.5500151034
403	0.5497831293
404	0.5497458776
405	0.5496444954
406	0.5495168215
407	0.5494753581
408	0.5493656752
409	0.5492979512
410	0.549274717
411	0.5491985953
412	0.5490759954
413	0.5487923852
414	0.5486372248
415	0.5484538886
416	0.5484114364
417	0.5482714622
418	0.5480990399
419	0.5478914624
420	0.5476776033
421	0.5473968559
422	0.5472419131
423	0.547036533
424	0.5464512438
425	0.5463016234
426	0.5462906468
427	0.5462736305
428	0.5462033332
429	0.5461176482
430	0.5459874642
431	0.5458522015
432	0.545722147
433	0.5455211619
434	0.5454780839
435	0.5452738134
436	0.5452419017
437	0.5451031451
438	0.5448742507
439	0.5447351767
440	0.5445727791
441	0.5444616198
442	0.5443553991
443	0.5442875904
444	0.5442295401
445	0.5441326054
446	0.5440453434
447	0.543951784
448	0.5438673697
449	0.5438460113
450	0.5435614256
451	0.5434662051
452	0.5433425433
453	0.5430989592
454	0.5429350283
455	0.5426985335
456	0.542619658
457	0.5424156712
458	0.5422502471
459	0.5420867621
460	0.541991824
461	0.5418285221
462	0.5417430609
463	0.5415489243
464	0.5415437644
465	0.5415004036
466	0.5413981445
467	0.5412645694
468	0.5411521211
469	0.5409467315
470	0.5407729275
471	0.5405938688
472	0.5404143337
473	0.5401693243
474	0.5400873196
475	0.5400684141
476	0.539984792
477	0.5398830136
478	0.5397755295
479	0.5396951142
480	0.539413483
481	0.5394119246
482	0.5392899602
483	0.5390910732
484	0.5390171604
485	0.5387597206
486	0.538576707
487	0.5384533332
488	0.5382965584
489	0.5382319548
490	0.5381055494
491	0.5380870673
492	0.5378955655
493	0.5376041297
494	0.5373332446
495	0.5372701405
496	0.5369417976
497	0.5369150274
498	0.536650329
499	0.5364575933
500	0.5363714653
501	0.5362297812
502	0.5360479715
503	0.5358388294
504	0.5357754547
505	0.535672032
506	0.535581638
507	0.5352371291
508	0.5351946943
509	0.5351237293
510	0.5349159611
511	0.5347212567
512	0.5344983978
513	0.534421113
514	0.5342673446
515	0.5341594645
516	0.534132422
517	0.534010482
518	0.5338955613
519	0.5336294217
520	0.5335323497
521	0.5334070784
522	0.53334364
523	0.5331305962
524	0.5329966481
525	0.5329114034
526	0.5328530164
527	0.5327587191
528	0.5324809221
529	0.5322736132
530	0.5321783556
531	0.531991559
532	0.5317700351
533	0.5317649003
534	0.5316302568
535	0.531331674
536	0.5311320471
537	0.5309483929
538	0.5308361878
539	0.5307066534
540	0.5305469742
541	0.5303667509
542	0.5300794463
543	0.5298551194
544	0.5296376189
545	0.5294693128
546	0.5292948181
547	0.5287731892
548	0.5286164805
549	0.5284250683
550	0.5282223123
551	0.5280778688
552	0.5279707818
553	0.5278838135
554	0.5276559219
555	0.5276353476
556	0.5274289002
557	0.527359566
558	0.5272980558
559	0.5271174914
560	0.5270182584
561	0.5268691481
562	0.5268016758
563	0.5266056497
564	0.5265348209
565	0.5263491403
566	0.5263220513
567	0.5262139896
568	0.5261059316
569	0.5259111858
570	0.5257113119
571	0.5256475331
572	0.5256067097
573	0.5253140285
574	0.5252248747
575	0.5252120598
576	0.525095476
577	0.5249596154
578	0.5249361765
579	0.5248544666
580	0.524748915
581	0.5245974963
582	0.5245910275
583	0.5243996426
584	0.5243682275
585	0.5243198443
586	0.5242930766
587	0.524185341
588	0.5239365996
589	0.5237746594
590	0.5235754974
591	0.5234472068
592	0.5234259811
593	0.523158737
594	0.5230578349
595	0.5229888993
596	0.5227809191
597	0.5226801311
598	0.5224589032
599	0.5223890981
600	0.522218656
601	0.5220419978
602	0.5220019493
603	0.5218516744
604	0.5217331267
605	0.5215414815
606	0.5212910479
607	0.5211068003
608	0.5210810853
609	0.5209243135
610	0.52087885
611	0.5207576508
612	0.5205717072
613	0.5205133456
614	0.5204783232
615	0.5202387678
616	0.520047831
617	0.5199449675
618	0.5198879428
619	0.5197856093
620	0.5196766878
621	0.5195240172
622	0.5192830938
623	0.5191933745
624	0.5189826565
625	0.5188234444
626	0.5187482698
627	0.5185669539
628	0.5184208079
629	0.5182529842
630	0.5181677064
631	0.5181213705
632	0.5180312402
633	0.5179023297
634	0.5177730076
635	0.5176431237
636	0.5174363566
637	0.5171808076
638	0.517019495
639	0.5168041261
640	0.5167852985
641	0.5166551265
642	0.5165798408
643	0.5163330588
644	0.5162942453
645	0.5161496943
646	0.5160765641
647	0.5160558523
648	0.5159731745
649	0.5159665548
650	0.5158624612
651	0.5156774121
652	0.515630523
653	0.5154731182
654	0.515306182
655	0.5149809492
656	0.5148798255
657	0.5147921882
658	0.5147168778
659	0.514621964
660	0.514545965
661	0.5143696046
662	0.5143150572
663	0.5142658102
664	0.5140529353
665	0.5137649857
666	0.5136727716
667	0.5134413676
668	0.5133840941
669	0.5132632913
670	0.5132164332
671	0.5131804752
672	0.512995003
673	0.5127888786
674	0.5126890559
675	0.5126799065
676	0.512489026
677	0.5124272458
678	0.5123175429
679	0.5121508286
680	0.5120725903
681	0.5119906232
682	0.5119503279
683	0.5116926754
684	0.5116524541
685	0.511536248
686	0.5114747791
687	0.5113229088
688	0.5112102326
689	0.511162439
690	0.5111304016
691	0.5108712761
692	0.510692236
693	0.5103772955
694	0.5102635579
695	0.5101372251
696	0.5100965746
697	0.5099844761
698	0.509757384
699	0.5096797186
700	0.5094769917
701	0.509453715
702	0.5093380988
703	0.5092028413
704	0.5089332697
705	0.5087144609
706	0.5085883301
707	0.5084137929
708	0.508378811
709	0.508221831
710	0.5080913058
711	0.5079988017
712	0.5078390808
713	0.5076494934
714	0.5074854878
715	0.5073451679
716	0.507316303
717	0.5072400631
718	0.507189009
719	0.5070897636
720	0.5068738678
721	0.5068480393
722	0.5067693104
723	0.5067523077
724	0.5067410765
725	0.5066439579
726	0.5064563015
727	0.5062922064
728	0.5061438805
729	0.5060202211
730	0.5059341812
731	0.5057928062
732	0.5055690229
733	0.5054645575
734	0.5053995335
735	0.5052782416
736	0.5052616226
737	0.5052563257
738	0.5051803557
739	0.5049093913
740	0.5047545394
741	0.5045342195
742	0.5045033561
743	0.5044001635
744	0.50434797
745	0.5041705893
746	0.5039802825
747	0.5038272737
748	0.5036914799
749	0.5034607224
750	0.5033327581
751	0.5032694816
752	0.5030268969
753	0.5029593917
754	0.5029082796
755	0.5027761098
756	0.5027448856
757	0.5025583694
758	0.5024471354
759	0.5023309553
760	0.5021246727
761	0.5020188471
762	0.5019100822
763	0.5018486792
764	0.5016936286
765	0.5015560911
766	0.5014087715
767	0.501277424
768	0.50120871
769	0.5009820442
770	0.5009267669
771	0.500849067
772	0.5007282765
773	0.5006918506
774	0.5006740094
775	0.5004174357
776	0.5002833255
777	0.5002528161
778	0.5001357946
779	0.5001322551
780	0.5000906789
781	0.4998752916
782	0.4997259425
783	0.4995925835
784	0.4995222052
785	0.4994076825
786	0.4992696909
787	0.499187233
788	0.4989937525
789	0.4988746113
790	0.4988206031
791	0.4986833024
792	0.4984269149
793	0.4983392677
794	0.4983058114
795	0.4981451976
796	0.4978217227
797	0.4977067517
798	0.4975749462
799	0.4974923697
800	0.4973526495
801	0.4972355959
802	0.4969281057
803	0.4969269802
804	0.4968363647
805	0.4967433705
806	0.4966712047
807	0.4965745809
808	0.4965350984
809	0.4964402746
810	0.4962344932
811	0.4961856521
812	0.495966742
813	0.4958539659
814	0.4957100884
815	0.4956446408
816	0.495388569
817	0.4952895519
818	0.4952858454
819	0.495217727
820	0.495212284
821	0.495124197
822	0.4949409912
823	0.494803271
824	0.4946451992
825	0.4944696422
826	0.4944504353
827	0.4944222956
828	0.4941898136
829	0.493946714
830	0.4938381836
831	0.4937116007
832	0.4936307414
833	0.493540985
834	0.4934076522
835	0.4933914967
836	0.493249383
837	0.4931563861
838	0.4931544449
839	0.4929403292
840	0.4926991278
841	0.4925622778
842	0.4924218922
843	0.4923260829
844	0.4923243927
845	0.492290309
846	0.4922724879
847	0.4920781906
848	0.4919395575
849	0.4916729639
850	0.4915555337
851	0.4914245952
852	0.4914111269
853	0.4913637168
854	0.4913352765
855	0.4911804383
856	0.4911101663
857	0.4909406362
858	0.4909076732
859	0.4908303307
860	0.490760381
861	0.4906734431
862	0.4905483072
863	0.490464261
864	0.4903104807
865	0.4901666438
866	0.4899376392
867	0.4898551124
868	0.4897588214
869	0.4897405802
870	0.4896240545
871	0.4895591969
872	0.4894095322
873	0.4893553031
874	0.4893392967
875	0.4892191718
876	0.4890478707
877	0.4890161864
878	0.4888281605
879	0.4886855797
880	0.4884763281
881	0.4882813609
882	0.4882486425
883	0.4880918316
884	0.4879366714
885	0.4876827637
886	0.4876109674
887	0.4875387511
888	0.4874302457
889	0.4873489543
890	0.4870535225
891	0.4869055209
892	0.4868014826
893	0.4866993213
894	0.4866249253
895	0.486560087
896	0.4865031956
897	0.4863289783
898	0.4861972511
899	0.4860092853
900	0.4858031774
901	0.4857820767
902	0.4857304349
903	0.4856515355
904	0.4855384612
905	0.4854822872
906	0.4853381814
907	0.4853364517
908	0.4852123009
909	0.4850892118
910	0.4849284251
911	0.4848203392
912	0.4846553459
913	0.4845837714
914	0.4844913767
915	0.4844156879
916	0.484193537
917	0.4841607843
918	0.4840418338
919	0.4838963029
920	0.4838367203
921	0.4837670278
922	0.4836454956
923	0.4835025582
924	0.483399569
925	0.4832926784
926	0.4831166563
927	0.4830639007
928	0.4828490677
929	0.4826972289
930	0.4826577483
931	0.4826178512
932	0.4825271256
933	0.4822000594
934	0.4820429722
935	0.4819171266
936	0.4818436318
937	0.4816941985
938	0.4816444504
939	0.4815805081
940	0.4815355532
941	0.4814840351
942	0.4814123883
943	0.4813255603
944	0.4811862119
945	0.4809390035
946	0.4808350953
947	0.4805921673
948	0.4804714916
949	0.4803478146
950	0.4802711555
951	0.4800595431
952	0.4800198315
953	0.4797830664
954	0.4796135976
955	0.4794370039
956	0.4793658108
957	0.4791857114
958	0.4790447623
959	0.4788820969
960	0.4788520785
961	0.478805509
962	0.4786441325
963	0.4785758218
964	0.4784772688
965	0.4783387519
966	0.4783290977
967	0.4782633309
968	0.4781647139
969	0.4780908056
970	0.4779909703
971	0.4779023828
972	0.4778832989
973	0.4776386609
974	0.4774086473
975	0.4773599487
976	0.4771760801
977	0.4770063092
978	0.4768096112
979	0.476637826
980	0.4766107763
981	0.4765464227
982	0.4763944553
983	0.4763098746
984	0.4762600613
985	0.4761994231
986	0.476157572
987	0.4761054919
988	0.4760493547
989	0.4759506439
990	0.4758942956
991	0.475862056
992	0.4757221584
993	0.4755896043
994	0.4755179687
995	0.4754502424
996	0.4753079652
997	0.475208471
998	0.4751391619
999	0.4749271434
1000	0.4747958719
1001	0.4747353435
1002	0.4747226863
1003	0.4746744593
1004	0.4745869797
1005	0.4743495556
1006	0.4743247103
1007	0.4741429797
1008	0.4739341226
1009	0.4738753133
1010	0.4737239706
1011	0.4734800055
1012	0.4732942185
1013	0.4731448767
1014	0.4731160283
1015	0.4730560502
1016	0.4729974194
1017	0.4729351289
1018	0.472831476
1019	0.4727149542
1020	0.472685562
1021	0.4726468287
1022	0.4724082889
1023	0.4723602876
1024	0.4723211644
1025	0.4722316596
1026	0.4721266993
1027	0.472102247
1028	0.4720779157
1029	0.4718285871
1030	0.4716378248
1031	0.4715758021
1032	0.4714329286
1033	0.4711842738
1034	0.4711075374
1035	0.4709934976
1036	0.4707702703
1037	0.4706169765
1038	0.4704742061
1039	0.4703209397
1040	0.4702963099
1041	0.4702046494
1042	0.4700647655
1043	0.4700174325
1044	0.4698548153
1045	0.4697628721
1046	0.4697273519
1047	0.4696584519
1048	0.4695408943
1049	0.4693875673
1050	0.4693143523
1051	0.4691451232
1052	0.4690183976
1053	0.4688721915
1054	0.468747222
1055	0.468695374
1056	0.4686800351
1057	0.4683785237
1058	0.4683780083
1059	0.4680877609
1060	0.4679706517
1061	0.4678125042
1062	0.4676793597
1063	0.4675546339
1064	0.4675542408
1065	0.4674658798
1066	0.4673933522
1067	0.4673453771
1068	0.4671644691
1069	0.4670916106
1070	0.4669152051
1071	0.4668020371
1072	0.4666744393
1073	0.466665409
1074	0.4665531695
1075	0.466550658
1076	0.4663566357
1077	0.4663506096
1078	0.4662792999
1079	0.4661972388
1080	0.4660269043
1081	0.4657575599
1082	0.4657565243
1083	0.4656557471
1084	0.4655545343
1085	0.4654973808
1086	0.4653308691
1087	0.4652555102
1088	0.4651567064
1089	0.4651359408
1090	0.4650010356
1091	0.4649992777
1092	0.4648082724
1093	0.4646790746
1094	0.4646273329
1095	0.464481143
1096	0.4644261255
1097	0.4643643619
1098	0.4643354605
1099	0.4643245024
1100	0.4642185605
1101	0.4640681931
1102	0.4639448188
1103	0.4637650998
1104	0.4637383848
1105	0.4636854131
1106	0.4635859186
1107	0.4635779947
1108	0.4633503822
1109	0.4630687551
1110	0.4628901352
1111	0.4628303453
1112	0.4627790371
1113	0.4625767741
1114	0.4625234588
1115	0.4624696009
1116	0.4623284841
1117	0.4622694847
1118	0.4621398028
1119	0.4620352611
1120	0.4619342395
1121	0.4618151063
1122	0.4616472803
1123	0.4616066018
1124	0.4615805646
1125	0.4614933841
1126	0.4613907353
1127	0.4612288009
1128	0.461179183
1129	0.4610789448
1130	0.4609575073
1131	0.4607513741
1132	0.4607370191
1133	0.4606888422
1134	0.4605574112
1135	0.4604808508
1136	0.4603095245
1137	0.4600530538
1138	0.4599847873
1139	0.4598633238
1140	0.4597932807
1141	0.4597407023
1142	0.4594858928
1143	0.4593700391
1144	0.4592339816
1145	0.4592001602
1146	0.4591462543
1147	0.4590048663
1148	0.4589020525
1149	0.4587392603
1150	0.4585149201
1151	0.458386756
1152	0.4582323692
1153	0.458090583
1154	0.4579727639
1155	0.4578877993
1156	0.4577685066
1157	0.4575671456
1158	0.4574124752
1159	0.4572158976
1160	0.4572143373
1161	0.4570805483
1162	0.4569895984
1163	0.4569444315
1164	0.4568606051
1165	0.4567223839
1166	0.4566256403
1167	0.4565541094
1168	0.4564091653
1169	0.4562800801
1170	0.4561941312
1171	0.4561362345
1172	0.4560538743
1173	0.4559801862
1174	0.4558366047
1175	0.4556533604
1176	0.4555922418
1177	0.4554505377
1178	0.4553423618
1179	0.4552552851
1180	0.4552068493
1181	0.455000837
1182	0.4548803482
1183	0.4547010427
1184	0.4546222723
1185	0.4544585795
1186	0.454224068
1187	0.4540646904
1188	0.4538282481
1189	0.4537870399
1190	0.4536200103
1191	0.453500593
1192	0.4534015111
1193	0.4532909678
1194	0.4530220847
1195	0.4528879898
1196	0.4528329803
1197	0.4526690205
1198	0.452632394
1199	0.4525018178
1200	0.4525009235
1201	0.4524630046
1202	0.4524265845
1203	0.4522477713
1204	0.452032149
1205	0.4518561201
1206	0.4518548341
1207	0.4517657118
1208	0.4516713935
1209	0.4515630507
1210	0.4514684199
1211	0.4513629115
1212	0.4512171431
1213	0.4511660639
1214	0.4510653546
1215	0.4509830114
1216	0.4508589488
1217	0.4507427424
1218	0.4506966187
1219	0.4506492298
1220	0.4505305487
1221	0.4504106923
1222	0.4502799171
1223	0.4502498347
1224	0.4501267993
1225	0.4500727642
1226	0.4499477494
1227	0.4498650132
1228	0.449763881
1229	0.44956962
1230	0.4495476595
1231	0.4492652736
1232	0.449211318
1233	0.4490018348
1234	0.4489036344
1235	0.4488556507
1236	0.4488441397
1237	0.448718299
1238	0.4485642958
1239	0.448323848
1240	0.4481989974
1241	0.447978085
1242	0.4479614764
1243	0.447827411
1244	0.447705831
1245	0.4476665133
1246	0.4475003067
1247	0.4473310121
1248	0.4472230992
1249	0.447127759
1250	0.4470779995
1251	0.4470343379
1252	0.4468525566
1253	0.4467132652
1254	0.4466815478
1255	0.4465966519
1256	0.4465154218
1257	0.446293859
1258	0.4462713841
1259	0.446189587
1260	0.446062033
1261	0.4458912039
1262	0.4458621915
1263	0.4456158723
1264	0.4454854979
1265	0.445397689
1266	0.4452861961
1267	0.4452484264
1268	0.4452317265
1269	0.4451321078
1270	0.4449530017
1271	0.4448373732
1272	0.4448068468
1273	0.4447537966
1274	0.4446045847
1275	0.4444760751
1276	0.4443745052
1277	0.4442019559
1278	0.4440321008
1279	0.4439897922
1280	0.4438991672
1281	0.443781688
1282	0.4437246451
1283	0.4435926304
1284	0.4434158303
1285	0.4432575918
1286	0.4432149671
1287	0.4430364159
1288	0.4428974159
1289	0.4428953299
1290	0.4427882675
1291	0.4425945808
1292	0.4425555576
1293	0.4424930891
1294	0.4423846807
1295	0.4421782869
1296	0.4420421498
1297	0.4419789145
1298	0.4419232676
1299	0.4417312994
1300	0.4416329984
1301	0.441596299
1302	0.4415678093
1303	0.4414268913
1304	0.4414246103
1305	0.4413284376
1306	0.4412641793
1307	0.4412057141
1308	0.4411274947
1309	0.4411106072
1310	0.4410362736
1311	0.4408882369
1312	0.4407731989
1313	0.4407449241
1314	0.4406401215
1315	0.4405841466
1316	0.4404268451
1317	0.4403120933
1318	0.4402085899
1319	0.4400795001
1320	0.4398098762
1321	0.4395784334
1322	0.4395278736
1323	0.4393439719
1324	0.4391811319
1325	0.4390840436
1326	0.4388177906
1327	0.4387546096
1328	0.4386792949
1329	0.4385293324
1330	0.4384395182
1331	0.4383157733
1332	0.4382533967
1333	0.4381535031
1334	0.4380316815
1335	0.4379491886
1336	0.4378861158
1337	0.4377623182
1338	0.4376147029
1339	0.4375778772
1340	0.4374244669
1341	0.4372344757
1342	0.4371158611
1343	0.4369499569
1344	0.4369104218
1345	0.4368908709
1346	0.4367181894
1347	0.4366182349
1348	0.4364959764
1349	0.4363541493
1350	0.43629092
1351	0.4361597377
1352	0.4360251665
1353	0.4359200955
1354	0.4358001217
1355	0.4355767906
1356	0.4355566494
1357	0.4355244337
1358	0.4354344718
1359	0.4352689387
1360	0.4352164007
1361	0.4351203042
1362	0.4350775045
1363	0.4350572089
1364	0.4349989885
1365	0.4349701366
1366	0.4347064282
1367	0.4346171027
1368	0.4344582967
1369	0.4344025795
1370	0.4343525325
1371	0.4342572197
1372	0.4342215302
1373	0.4342137497
1374	0.4341650983
1375	0.434010326
1376	0.4340038216
1377	0.433781514
1378	0.4336271366
1379	0.4335549632
1380	0.433452313
1381	0.4334189308
1382	0.4333085314
1383	0.4331803906
1384	0.4330158439
1385	0.4329511205
1386	0.4326981827
1387	0.432543635
1388	0.4324022623
1389	0.4322433369
1390	0.432228866
1391	0.4320984995
1392	0.4320035101
1393	0.4319818376
1394	0.4318804934
1395	0.4316443582
1396	0.4316096564
1397	0.4315942797
1398	0.4314019325
1399	0.4312376782
1400	0.431123937
1401	0.4310855631
1402	0.4309481353
1403	0.4306973257
1404	0.4305333753
1405	0.4304313155
1406	0.4302820805
1407	0.4300623644
1408	0.4298863171
1409	0.4297765989
1410	0.429731633
1411	0.4297143345
1412	0.4296758179
1413	0.4295317746
1414	0.4295300293
1415	0.4295236382
1416	0.4293469699
1417	0.429179644
1418	0.4289717613
1419	0.4288839885
1420	0.4288305841
1421	0.4287523656
1422	0.4286939835
1423	0.4284749701
1424	0.4283841065
1425	0.4283268793
1426	0.4281962058
1427	0.4281531186
1428	0.4280813467
1429	0.4280185539
1430	0.4278405588
1431	0.4277834879
1432	0.4276987369
1433	0.4276577881
1434	0.4276460989
1435	0.4275172646
1436	0.4274246575
1437	0.4273079609
1438	0.4271870092
1439	0.4270665648
1440	0.4270035628
1441	0.4269329983
1442	0.4268474519
1443	0.4268243487
1444	0.4266794513
1445	0.426667553
1446	0.4266028806
1447	0.4264566478
1448	0.4262795044
1449	0.4261676364
1450	0.4259948362
1451	0.4257716263
1452	0.4257352173
1453	0.4255562799
1454	0.4254616438
1455	0.4254044463
1456	0.4253283659
1457	0.4252573175
1458	0.4252030691
1459	0.425170187
1460	0.4251537055
1461	0.425043618
1462	0.4250195411
1463	0.4249154012
1464	0.4248759434
1465	0.4247387893
1466	0.4246240671
1467	0.4245707355
1468	0.4244212516
1469	0.4242246479
1470	0.4241377731
1471	0.4240836115
1472	0.4240435529
1473	0.4239291653
1474	0.423761593
1475	0.4236708026
1476	0.4235819377
1477	0.4235046933
1478	0.4233930159
1479	0.4232935699
1480	0.4232251554
1481	0.4231654383
1482	0.4230326845
1483	0.4229457039
1484	0.4229090525
1485	0.4227220184
1486	0.422574463
1487	0.4224912651
1488	0.4223503156
1489	0.4221865359
1490	0.4221850083
1491	0.4221503684
1492	0.4221488393
1493	0.4220669062
1494	0.4220319101
1495	0.4219718348
1496	0.4218564993
1497	0.421808404
1498	0.4216298507
1499	0.421540725
1500	0.4215063294
1501	0.4213928081
1502	0.421275845
1503	0.4211443703
1504	0.4210951807
1505	0.4210176083
1506	0.4209453401
1507	0.4208832409
1508	0.4208470208
1509	0.420846241
1510	0.4206937582
1511	0.4205903314
1512	0.4205014494
1513	0.4204597767
