iter	Logloss
1514	0.4204444001
1515	0.4203416075
1516	0.4203047322
1517	0.4203030631
1518	0.4202496301
1519	0.4201582376
1520	0.4199338729
1521	0.4199092051
1522	0.4196768519
1523	0.4195111121
1524	0.4194290424
1525	0.4193910101
1526	0.4193459486
1527	0.4192101324
1528	0.4190224557
1529	0.4189677029
1530	0.4188561927
1531	0.41883843
1532	0.4187965771
1533	0.4187115029
1534	0.4185899473
1535	0.4184263858
1536	0.4182606842
1537	0.4180906995
1538	0.4180511004
1539	0.4179744413
1540	0.4178485051
1541	0.417651219
1542	0.4176022641
1543	0.4174272266
1544	0.4172987218
1545	0.417106548
1546	0.4170553739
1547	0.416983727
1548	0.4168919404
1549	0.4167922971
1550	0.4167491504
1551	0.4166526758
1552	0.4164924799
1553	0.4163964483
1554	0.416166022
1555	0.4160973315
1556	0.4160487424
1557	0.4159120801
1558	0.415809464
1559	0.4157040386
1560	0.4156509602
1561	0.4155722028
1562	0.4155135079
1563	0.4153912831
1564	0.4152341415
1565	0.4151640635
1566	0.4150526583
1567	0.4150338414
1568	0.4148995417
1569	0.4148180039
1570	0.4147375541
1571	0.4147018001
1572	0.4145275081
1573	0.4144307313
1574	0.4143170324
1575	0.4142530967
1576	0.4141166161
1577	0.4140172335
1578	0.4139727054
1579	0.4137827797
1580	0.413654739
1581	0.4135479922
1582	0.4134879185
1583	0.4133943522
1584	0.4133319888
1585	0.4132509147
1586	0.4131594225
1587	0.4130685661
1588	0.4130457919
1589	0.4129995134
1590	0.4128831762
1591	0.4128655686
1592	0.4127755949
1593	0.4126747917
1594	0.4125397379
1595	0.4124772613
1596	0.4123774186
1597	0.412356684
1598	0.4122979292
1599	0.412255351
1600	0.4122460258
1601	0.4122061473
1602	0.4120486699
1603	0.4118558886
1604	0.4117570409
1605	0.4116807481
1606	0.4115632568
1607	0.4114884243
1608	0.4113127706
1609	0.4112456563
1610	0.4111475323
1611	0.4110663013
1612	0.4108882613
1613	0.4107490905
1614	0.4106097378
1615	0.4105737283
1616	0.4105253703
1617	0.4104241252
1618	0.4103529402
1619	0.4101704137
1620	0.4101140084
1621	0.4099592197
1622	0.4099280867
1623	0.409856416
1624	0.4097000599
1625	0.4096659153
1626	0.4095785109
1627	0.4094969564
1628	0.4094625012
1629	0.4092270766
1630	0.409012064
1631	0.408941294
1632	0.4088426005
1633	0.4087112075
1634	0.4085990093
1635	0.4084567701
1636	0.4083906627
1637	0.4083439085
1638	0.4083144498
1639	0.4082515385
1640	0.4081648708
1641	0.4081399513
1642	0.4080158147
1643	0.4078861001
1644	0.4078310029
1645	0.4077182715
1646	0.4076331084
1647	0.4074727821
1648	0.4073645769
1649	0.4072862352
1650	0.4071919854
1651	0.4071261592
1652	0.4070274423
1653	0.4070012326
1654	0.4068933178
1655	0.4067924233
1656	0.4067652647
1657	0.4065410485
1658	0.4064834639
1659	0.4062703454
1660	0.4061706205
1661	0.4060536302
1662	0.4059860708
1663	0.4059271009
1664	0.4059048732
1665	0.4058897608
1666	0.4058324097
1667	0.4057987909
1668	0.405674306
1669	0.4056053413
1670	0.4055207098
1671	0.4053971952
1672	0.4053273864
1673	0.4052504505
1674	0.4052342141
1675	0.4051447825
1676	0.4049820604
1677	0.4048131843
1678	0.4047181363
1679	0.4045299139
1680	0.404484569
1681	0.4043072267
1682	0.4042019657
1683	0.4041096102
1684	0.4040401826
1685	0.4039843561
1686	0.4039277243
1687	0.4037878136
1688	0.4036446027
1689	0.4036212022
1690	0.4035816352
1691	0.4035119104
1692	0.403337976
1693	0.4032259
1694	0.4031525967
1695	0.403092319
1696	0.4030519765
1697	0.4029591807
1698	0.4029041178
1699	0.4027386528
1700	0.4026559503
1701	0.402553114
1702	0.4024954734
1703	0.4023815556
1704	0.4022444157
1705	0.4022184224
1706	0.4020480782
1707	0.4019920604
1708	0.4018684281
1709	0.4018299739
1710	0.4017933102
1711	0.4016991928
1712	0.4016644259
1713	0.4016347497
1714	0.4016285065
1715	0.4015339855
1716	0.4014222451
1717	0.401324287
1718	0.4013203313
1719	0.4013096199
1720	0.4012866348
1721	0.4012817642
1722	0.4012283029
1723	0.4011488394
1724	0.4011065934
1725	0.4010769239
1726	0.4009147456
1727	0.4008927535
1728	0.4007397846
1729	0.4006815262
1730	0.4006402205
1731	0.4005299659
1732	0.4004744934
1733	0.4003423386
1734	0.4002713268
1735	0.4002038696
1736	0.4001338164
1737	0.4001008062
1738	0.4000818377
1739	0.3998523341
1740	0.3997577435
1741	0.3996217036
1742	0.3994748473
1743	0.3993906738
1744	0.3993078516
1745	0.3992186736
1746	0.399059454
1747	0.3989443676
1748	0.3988728855
1749	0.3988040908
1750	0.398754134
1751	0.3986334026
1752	0.3985790657
1753	0.398434875
1754	0.3983200639
1755	0.3982281149
1756	0.3981714977
1757	0.3980426992
1758	0.3979682978
1759	0.397857943
1760	0.3978491247
1761	0.3977633638
1762	0.3977143985
1763	0.3976390293
1764	0.3976046077
1765	0.3975750609
1766	0.3974881254
1767	0.3973939484
1768	0.3972703182
1769	0.3972482824
1770	0.3971826087
1771	0.3971181929
1772	0.3970492598
1773	0.3970412267
1774	0.3969947776
1775	0.396990623
1776	0.3969038398
1777	0.3967572644
1778	0.3967381599
1779	0.3966292929
1780	0.3965017751
1781	0.3963957449
1782	0.3962796316
1783	0.3962255613
1784	0.396091825
1785	0.3960090524
1786	0.3958848965
1787	0.3958653273
1788	0.395802915
1789	0.3957590059
1790	0.3956630474
1791	0.3954761687
1792	0.3953779022
1793	0.3953722552
1794	0.3953484803
1795	0.3953198568
1796	0.3952658613
1797	0.395160392
1798	0.3950454442
1799	0.3950191292
1800	0.3949438768
1801	0.3949147157
1802	0.3948409251
1803	0.3946991202
1804	0.3945852028
1805	0.3944572247
1806	0.3944243592
1807	0.3943396161
1808	0.3943240488
1809	0.3942787159
1810	0.394235186
1811	0.3941699648
1812	0.3940531879
1813	0.3939633411
1814	0.3939015817
1815	0.393866546
1816	0.3938604899
1817	0.3937689772
1818	0.3937051284
1819	0.3936088905
1820	0.3935480922
1821	0.393416338
1822	0.3933201086
1823	0.3932689772
1824	0.393209098
1825	0.3931586288
1826	0.393057
1827	0.3929081539
1828	0.3928799113
1829	0.3928372703
1830	0.3927981525
1831	0.3926759686
1832	0.3926052329
1833	0.3925735495
1834	0.3925681915
1835	0.3924415505
1836	0.3924160036
1837	0.3923066577
1838	0.3922433541
1839	0.392142367
1840	0.391991517
1841	0.3919548091
1842	0.3919160425
1843	0.3918596053
1844	0.3918321581
1845	0.3916574554
1846	0.3915813893
1847	0.3914403313
1848	0.3913403569
1849	0.3913150277
1850	0.3912883542
1851	0.3912490022
1852	0.3910999678
1853	0.3910364171
1854	0.3909349464
1855	0.3906459375
1856	0.3905645124
1857	0.3905252534
1858	0.390443391
1859	0.3903595056
1860	0.3902287394
1861	0.3901398217
1862	0.3901298585
1863	0.3899976269
1864	0.3899953831
1865	0.389905794
1866	0.3898038194
1867	0.3895641295
1868	0.389464108
1869	0.3894071974
1870	0.3893399017
1871	0.3892631028
1872	0.3891877753
1873	0.3891862375
1874	0.3891508699
1875	0.3889514595
1876	0.3888177394
1877	0.3887208356
1878	0.3887094854
1879	0.3886454921
1880	0.3884332914
1881	0.3884236736
1882	0.3883449117
1883	0.3882823552
1884	0.388232004
1885	0.3880969039
1886	0.3879688997
1887	0.3879490611
1888	0.3877972
1889	0.3877284879
1890	0.3876079069
1891	0.3874881379
1892	0.3874520375
1893	0.3873612063
1894	0.3873094342
1895	0.3872703113
1896	0.3871596203
1897	0.3870148014
1898	0.3869152751
1899	0.3868447482
1900	0.3866382702
1901	0.3865017688
1902	0.3864615114
1903	0.3863838276
1904	0.3862821325
1905	0.3862194109
1906	0.3861213042
1907	0.3860890311
1908	0.3859859743
1909	0.3859696366
1910	0.3859423789
1911	0.3858224891
1912	0.3858224823
1913	0.3857690629
1914	0.3857091357
1915	0.3856761472
1916	0.3856710093
1917	0.3856681151
1918	0.385586929
1919	0.3854947047
1920	0.3854507529
1921	0.3853438856
1922	0.3851476642
1923	0.3851465528
1924	0.3850875406
1925	0.3849318822
1926	0.3849000333
1927	0.3848836173
1928	0.384837943
1929	0.384782019
1930	0.3846812419
1931	0.3846305389
1932	0.38452052
1933	0.3844903578
1934	0.3844424753
1935	0.3843745795
1936	0.384365596
1937	0.3842792202
1938	0.3841156582
1939	0.3839967762
1940	0.383854404
1941	0.3838337372
1942	0.3837404394
1943	0.3837335163
1944	0.3836534541
1945	0.3835656316
1946	0.3834951334
1947	0.3834144488
1948	0.3832929276
1949	0.3832439055
1950	0.3832028475
1951	0.3831459852
1952	0.3830340874
1953	0.3829706786
1954	0.3827875821
1955	0.3827438637
1956	0.3825463649
1957	0.3824732641
1958	0.3823080588
1959	0.3822398646
1960	0.3822200426
1961	0.3821214998
1962	0.3820511702
1963	0.3820298245
1964	0.3819850209
1965	0.3819592
1966	0.3818787344
1967	0.381800269
1968	0.3817919409
1969	0.381671375
1970	0.3816464118
1971	0.381458913
1972	0.3814444714
1973	0.3812626748
1974	0.3811102656
1975	0.3811081424
1976	0.3810322254
1977	0.3809840799
1978	0.3808197887
1979	0.3806650618
1980	0.3805431633
1981	0.3804664111
1982	0.3804195102
1983	0.3803513741
1984	0.3802080187
1985	0.3801127272
1986	0.3800709931
1987	0.379996434
1988	0.3798597265
1989	0.3798124895
1990	0.3796528625
1991	0.3795526104
1992	0.3794756662
1993	0.379375382
1994	0.3792962916
1995	0.3792853173
1996	0.3791628437
1997	0.3791247644
1998	0.3790669611
1999	0.3789740709
